product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
217399876,rtjc9pgv8f8os,15987210,217399876,5,3,n,True,3,perfect,"a little pricey but my son would only use this kind whenever he got a bottle, since he doesn't get a bottle very regularly.",4/15/2013,5,5.0,1,1,100.0
218370184,R3I1DDVR0W86P5,30582996,218370184,4,3,N,True,3,Simple and very useful. We just have it attached to the arm ...,"Simple and very useful. We just have it attached to the arm of the stroller and it's always held tight and keeps the pacifiers clean and in reach.<br />Holds about 2 pacifiers, 3 if you cram it.<br /><br />Niced quality.",7/27/2015,4,4.0,11,11,54.55
218386474,r3rtplhlzbvsdr,22469435,218386474,5,1,n,True,1,"just as described, cute skirt.","the skirt is really cute in person, and a great deal for the price. the hot pink is definitely a bright pink color (not quite as muted as the picture) which is what we were hoping for.",3/13/2012,4,4.0,1,1,0.0
218530709,R15YIDY8YOE6WJ,766380,218530709,5,0,N,True,0,Five Stars,good,8/30/2015,5,5.0,109,107,22.94
218693378,R2EC65V4U7R8FZ,18742061,218693378,5,0,N,True,0,Five Stars,Great pacifiers,8/31/2015,5,5.0,80,80,75.0
219546688,r7d1tqvjwqq8p,32107149,219546688,5,36,n,True,38,perfect!  better than medela and lansinoh bags.,"these bags made all of my wildest breastmilk pumping and storing dreams come true!  i would give them 6 or 7 stars.<br /><br />they combine all of the good features of the other brands into one product, with none of the flaws that the other products have.<br /><br />i love these bags!<br /><br />okay, so here's the low down on these:<br /><br />- this is the new version of honeysuckle's breastmilk bags, which are designed to be used with a pump--you just pump right into them.<br /><br />the bags have little holes on the top part, so that you can attach them to a pump adapter.  so, for the full experience, you need a pump adapter or two, which you can get by purchasing a pack of bags made by your pump's manufacturer.  i bought these medela bags: [[asin:b007pexokw medela pump & save breastmilk bags with easy-connect adapter - 50 ct]] because i have a medela pump.  i don't know if adapters are interchangeable between brands.  then, use the medela bags if you want, so that you're not wasting, and so that you know how wonderful these honeysuckle bags are when you start using them.  whether or not you use the bags, keep the little plastic adapters.<br /><br />then get some of these honeysuckle breast pump bags, and you'll see how perfect they are.<br /><br />medela vs. honeysuckle<br />all right, so here are the reasons that i like this bag better than the medela bags:<br />1. the plastic is not as rigid as the medela bags, yet it is still thick enough that you don't have to worry about it.<br />2. get this: the honeysuckle bags fit the medela easy adapter better than the medela bags do!  with the medela bags, you have to put them on at just the right angle, and it's kind of a tight fit.  then removing the bags after you've pumped is...well, interesting.  the honeysuckle bags are easy to put on, and they still stay put while you're pumping, but then they are easy to remove when you're done.<br />3. the honeysuckle bags can be stored flat in the freezer so that it is easier to store more, instead of having a bunch of squatty bags like the medela ones.  or, you can store them upright if you prefer.  another nice thing about storing them flat is that they defrost more quickly when you're ready to use them.<br />4. the honeysuckle bags can fit more milk.  they are marked to 6 oz (medela is marked to 5 oz), but since they can be stored flat, there is also just a bunch of extra space.  so, if you fill a little more it doesn't create any problem.  the medela bags get kind of messy if you put any more than 5 oz.<br />5. the honeysuckle bags have two seals.  medela only has one, and it doesn't always seal perfectly.<br />6. the honeysuckle bags are much, much less expensive than medela bags: right now (based on the cost of packs of 50 bags on amazon) honeysuckle bags are about 23 cents each and medela bags are 40 cents each.  so, medela bags are almost double the cost of honeysuckle bags.<br /><br />those are the things that come to mind.<br /><br />lansinoh vs. honeysuckle<br />1. the lansinoh bags cannot attach to a pump directly.  so, you either have to pump into something else first or hold the bag the whole time you pump.<br />2. the seams on the lansinoh bags are thin--honeysuckle's seams are very thick, so you really don't have to worry about them splitting at all.<br />3. lansinoh bags are meant to be stored flat, which is great, but they are awkward to try to stand up (when you're filling them or actually using them). honeysuckle bags can also be stored flat, but they have a special bottom of the bag that makes it so that it can stand up well too.<br />4. lansinoh bags are partially sealed at the top, which is supposed to reassure us that the bags are sterile.  honeysuckle bags are completely sealed at the top, which is much more reassuring.<br />5. the label area on lansinoh bags is upside down (so that they are right-side up while in the freezer, maybe?).  regular honeysuckle bags have the writing right-side up, which i think is nice---but! these pump bags have no writing, so you can do your own thing, and if you want to put it right-side up or upside down, either will work.<br />6. lansinoh bags are considered the cheap brand; right now on amazon each bag works out to about 21 cents.  at only 23 cents each right now, honeysuckle bags are very comparable in price, while the quality is far superior.<br /><br />i am aware that there are a few other brands of bags out there, but i haven't tried them.  i started with medela bags, switched to lansinoh but didn't even finish the package of those, switched back to medela, started buying non-pump honeysuckle bags--which are also very good, and just heard about these.  i won't be switching brands again, because i can't think of anything i would want to be different.<br /><br />if you're considering these bags, i definitely recommend that you buy them.  you won't regret it.  the only thing that is kind of a pain about them is that they are not available in any stores near me, so i have to get them online.  that just means i have to plan ahead a little, but i can handle that.  every time i order bags from honeysuckle (this was my third order), i have received them within a few days, so shipping time is also minimal.ice---but! these pump bags have no writing, so you can do your own thing, and if you want to put it right-side up or upside down, either will work.<br />6. lansinoh bags are considered the cheap brand; right now on amazon each bag works out to about 21 cents.  at only 23 cents each right now, honeysuckle bags are very comparable in price, while the quality is far superior.<br /><br />i am aware that there are a few other brands of bags out there, but i haven't tried them.  i started with medela bags, switched to lansinoh but didn't even finish the package of those, switched back to medela, started buying non-pump honeysuckle bags--which are also very good, and just heard about these.  i won't be switching brands again, because i can't think of anything i would want to be different.<br /><br />if you're considering these bags, i definitely recommend that you buy them.  you won't regret it.  the only thing that is kind of a pain about them is that they are not available in any stores near me, so i have to get them online.  that just means i have to plan ahead a little, but i can handle that.  every time i order bags from honeysuckle (this was my third order), i have received them within a few days, so shipping time is also minimal.",11/25/2012,5,5.0,1,1,100.0
219945645,r6uf6ig8evg7w,47789191,219945645,1,2,n,True,3,only thing going for it is the cute print,"i wanted an affordable shopping cart cover and this one looked great, plus had good reviews at the time on the babies r us website. well, it is not padded at all, is a royal pain to set up, especially while holding a baby, and does not fit larger carts, such as at target. continuing in its frustrating qualities, i do not find it easy to fold up into itself or unfold. the toy loops are way too far down, making it tricky for my son to access the toys and keep the nasty cart handle covered. you see, if i want him to be able to reach the toys on the loops okay, i have to fold it toward him. when i put him in the full harness covering his shoulders, it forces him to slouch down at an uncomfortable, and probably unsafe angle, so i just use the buckle around his waist.<br /><br />this is a purchase i really regret. i would suggest looking for a cover that is padded and fits on the cart with elastic. i'm curious if other shopping cart covers all have to be buckled around the back of the seat area too in order for the cover's safety belt to work well, or if an elastic fit would keep it secure enough. yes, i do like the pattern, but the quality of the fabric is borderline cheap, and overall it's an annoying mess. i've been using it for several months now and never learned to like it!",9/21/2011,3,2.0,1,1,-100.0
220157009,r325gstq5jpcxd,46422060,220157009,5,3,n,True,4,highly recommend,"us strollers only have the upper cover for the sun, they are not adjustable so your child will get sun at some point.  this umbrella helped us keep the sun out of our 7 month old's face when we went to europe last summer.  it's adjust, so you can point it directly to the sun.  it's also a great way to protect from wind.",1/31/2013,5,5.0,1,1,100.0
220296655,R4VI28ZQ91JBO,19297714,220296655,4,0,N,True,0,not orange like in the picture,"Very soft, but the picture is totally misleading! The giraffe is an ugly brown color, not orange like in the picture. Same goes for the tiger - all the animals except for the elephant are the same taupe/brown color. Wish I had known before purchasing.",2/6/2015,1,2.0,1,1,-100.0
220402713,r262we12lvmrjf,36961471,220402713,5,9,n,True,11,would recommend!!,"the bassinet is very beautiful and is made of strong wood! its not too heavy and was incredibly easy to put together. the only thing that went somewhat awry was putting on the wheels. they would not fit into the bottom of the legs because the inserts were much too wide and long, however this was not an issue for me because i do not intend to roll the bassinet anywhere. but if i need to move the bassinet i can because it doesnt weigh much and is easy to lift.   i would definitely recommend this product. nothing came damaged and shipping was easy.",12/10/2009,3,4.0,1,1,0.0
220637933,r326cf5dcpkpxs,35216111,220637933,5,1,n,True,1,love these sheets,great sheets for the price!  they fit the dream on me 3&#34; portable crib mattress perfectly.  i'll be purchasing a few more as the quality is very good.,1/8/2013,5,5.0,1,1,100.0
221535473,R7LY1OIA4JT2L,34407698,221535473,5,0,N,True,0,Love them!!,My son loves these! I had gotten the I love daddy ones at the store and was so excited to see the had the I love mommy ones too!! Now we secretly slip one or the other in his mouth as a friendly competition!!!,8/27/2015,5,5.0,24,23,83.33
221807324,r2ql7o6rw336aj,25676564,221807324,5,2,n,True,2,great smoothie recipes,"i ordered this recipe book as  it was a much better value, saved quite a lot.  there are a lot  better of smoothie recipes in there so have a large choice.",5/9/2015,5,5.0,1,1,100.0
221816748,r28egqdsduryrl,29115214,221816748,5,3,n,True,3,worth every penny,"although this blanket appears to be pricey, i personally think that it is worth every penny. my daughter loves this blanket. i bought it for her when she was a new born. i have found it to be a great year-round blanket. now at 18 months of age, my daughter is in love with this blanket and drags it around like linus from the peanuts.  we own many different types of blankets, but i would have to say that i wish that i just had two of these and none of the others.<br /><br />the blanket breathes well. because of its insulating properties, it is cool enough in a blistering summer, and adds just enough warmth during the winter as well.",3/18/2012,5,5.0,1,1,100.0
222552751,r5lconbq7p2lg,48636292,222552751,4,1,n,True,1,"simple, stylish crib for small spaces","perfect crib for newborns and infants when you want a smaller crib. the wood looks great, though it does scratch easily (i don't think this is unusual for most cribs). we used the rocking feature for a very short time, and switched to the wheels. the wheels are very handy when you want to move the crib around. agree with the other reviews that the mattress that it comes with is ridiculous (1&#34; maybe?). we bought a 5&#34; mattress also made by davinci and were very happy with it. the only difficulty is finding crib sheets that fit, as mini crib sheets to fit a 5&#34; mattress are difficult to find. i ended up finding them through searching amazon reviews on the mattress. the one that i found that worked was  the luvable friends fitted portable crib sheet.",6/24/2015,4,4.0,2,2,50.0
222823142,r2j7dh2cjv6mra,1650829,222823142,5,22,n,True,23,i am very happy with the graco pack n play playard,i am very happy with the graco pack n play playard. so easy to set up. my daughter loves it as well. (i purchased it for her),12/31/2014,5,5.0,1,1,100.0
223289250,r1c883tyw8vgcy,13372748,223289250,5,2,n,True,4,excellent seat saver,the lionheart seat saver does an excellent job in keeping your car upholstery like new.  i was able to get a tight fit by \\getting in\\ my child's seat while installing.,8/9/2008,5,5.0,1,1,100.0
224554568,R1Z2PRKQW6QYYN,46898256,224554568,5,5,N,True,5,It seems very sturdy and is made in the USA,"This is the only pacifier my daughter will take (and we tried seven different kinds!). The nipple on this pacifier seems to be a little shorter/smaller than other pacifiers, which I think is part of the reason she prefers it. It seems very sturdy and is made in the USA, which I really appreciate! If you have tried other pacifiers and your child won't take them, it is worth giving Jollypop a try. Important to note-- I cannot find this in any stores near me, so online ordering may be your only option.",8/27/2015,5,5.0,15,15,93.33
225127341,r2qqfqq2b5ngn4,50918610,225127341,2,0,N,True,0,"Thin fabric, dull colors","I returned this product because, like another reviewer said, the colors were not as vibrant as the picture (particularly the orange) and the fabric was very thin.",8/9/2011,1,1.0,1,1,-100.0
225429230,r25xwd0lkndxik,16131821,225429230,4,6,n,True,9,great but...,"very comfortable and so easy to install. one thing i find a bit troublesome is separating the seat from the back. we currently have it installed with the back in our car. however, when my daughter carpools with someone else i usually just give her the seat alone so it's easy for her to put it in the someone's car so she can stay safe. separating the seat from the back takes a bit of time and then putting it back on again is time consuming. i also feel like the constant removal may wear out the locking system between the seat and the back. i would recommend sticking with one way of using it.<br />i would still recommend it. so far i have not been disappointed with any pegperego product. i'm hoping this booster will live up to expectations.",5/9/2015,5,5.0,1,1,100.0
225606041,rpfkqt0d0bfc5,1330757,225606041,3,4,n,True,4,overpriced.,"we are happy with the mobile itself.  it was very easy to put together and was just what we needed for our little guy's room.<br /><br />however, we cannot give this item 5 stars because we feel like we were cheated.  we would call it overpriced since it came with a clearance sticker for much less than we paid!  we paid about $40 for this product on amazon.  when it arrived, the box was pretty beaten up and there was a clearance sticker on it for $6.99.  this was very disappointing.",1/22/2015,5,4.0,1,1,0.0
226204427,r28hc9wsyka22w,10019409,226204427,2,1,n,True,1,most of the pockets are too small to be useful. it keeps slipping off the side of the ...,does not work as well as i hoped. the lower pockets are not accessible in a chevy truck. most of the pockets are too small to be useful. it keeps slipping off the side of the seat. the lower strap will not stay tight. disappointed,6/24/2015,1,1.0,1,1,-100.0
226242876,R3S7S0Q5ER5UEZ,11454230,226242876,5,0,N,True,0,Five Stars,Sturdy and colorful. Stays where you put it.  Baby loves looking at it as well.,10/21/2014,5,5.0,14,9,42.86
226454183,r281owdh2n41a8,25995665,226454183,4,1,n,True,1,good quality,"i havent used them yet( due dec 1st ) however, they are soft and feels like it will keep my lil one warm during these winter months.<br /><br />these are nice towels, they do the job and the price is fair. def will cont to purchase snuggle baby towels from amazon.",11/17/2012,4,4.0,1,1,0.0
227344857,r1imcm3kx4rlcz,27458011,227344857,1,4,n,True,5,beyond upset,this product is no longer available because the company decided to stop making it.  i have looked high and low and have even contacted philips about this.  i am beyond pissed because i loved the cup with the single removable handle that had the open spout.  that was the perfect cup for my 3 & 4 year old children because we spend a lot of time out of doors. now the sell this small cup with two handles that are permanently attached and a spout that has three holes poked in it.  not appropriate for even an 18 month old if you ask me.<br /><br />does anyone know of a sippy cup for 3-4 year olds that are worthy??,10/11/2013,4,3.0,1,1,-100.0
227524404,r1a6fqiokwxpvx,37860515,227524404,5,1,n,True,1,five stars,awesome product!!!,2/27/2015,5,5.0,2,2,0.0
227536193,rg17ijhz258aa,7165992,227536193,1,3,n,True,3,waste of money,"the kit consists of old dried out clay that cracks as it dries (even though i kept covered with damp paper towel as the kit suggests), a straw to make a hole, a dowel rod &#34;rolling pin&#34;, and a circle cookie cutter that leaves ugly edges.  what a waste of time and money. these were for my one month old baby's feet and hand prints and they came out looking cracked and of poor quality.  don't waste your money. you would have better luck making your own dough mixture.",12/5/2014,2,2.0,1,1,-100.0
228046337,r7jxcqqamo6fe,46970442,228046337,5,3,n,True,3,just what we needed,perfect for chilly nights in the sf bay area. much softer than i expected. should work well for winter too as i'll dress him warmer before putting him in the sleeping bag.,7/6/2013,5,5.0,1,1,100.0
228327796,r1cfzgor5jao4p,13018668,228327796,2,10,n,True,13,not at all what i expected for the price...,"the animals on the mobile are adorable and match the rest of the bedding set perfectly. that said... the rest of the mobile is a complete let down.    the fabric that covers the arm looks incredibly cheap. the crossbar the animals hang from looks cheap. the bottom (conveniently hidden in the picture of the mobile) is glaringly white and plastic and looks awful against my cherry crib. if i had seen that in the product photo, i would have never bought this piece. there is one lullaby that plays with a wind, which is fine with me, but you can barely hear the music over the noise the gears inside make.    like another reviewer said, i wouldn't be upset if we had spent $15 or $20 on an item of this quality. but for this price and for this brand? i'd expect much better. i will be writing to carter's, as well. at the very least, they should change the picture on the product page to adequately show what the mobile looks like.",6/7/2011,3,3.0,1,1,-100.0
228520524,R3QH820TQ23SND,33158136,228520524,5,1,N,False,1,"Works Great, my child likes to wear it too","The SkinSafers works well for my little boy.  His knees were always scrapped, scratched and bruised.  With this product his knees are protected and so is his clothes.  I like the one size fits all so that we were able to use them when he first started crawling and then later when he was walking and running around.  I no longer have to fear for my child when he starts running on pavement or concrete!",12/4/2011,5,5.0,1,0,100.0
228785452,r3qj53cm7t2qia,15266212,228785452,5,2,n,True,2,so cute,i loved this. it's so cute. my 2 year old wears it for painting. easily washable and adjustable for size.,1/11/2012,5,5.0,1,1,100.0
229222458,r37y57ux1v67eh,10897691,229222458,5,17,n,True,17,seemed to like it. a great idea for the teething little ...,given as gift to niece.  seemed to like it. a great idea for the teething little ones!,4/14/2015,4,4.0,1,1,0.0
229251908,R2FAF4MKUIOLS0,46598577,229251908,5,0,N,True,1,Five Stars,Love them!,2/6/2015,5,5.0,1,1,100.0
229339457,r1oitapfratfdc,35355048,229339457,4,1,n,True,1,love these! great for feeding problems!,"i wish they were easier to clean, but they work great and they are far better than any of the other brands.  i use these for my almost two year old with oral aversions.  we give him them frequently with ice or other frozen food in it, to keep him chewing on things with different favors.  as a baby, he rejected solids until almost 18 months, so this was how we got him to eat.",9/7/2014,5,5.0,1,1,100.0
229850499,r1iep8wh8ga9a3,41735390,229850499,5,1,n,True,1,well made.,"very nice step stool.  small and short, not as tall as a regular step stool.  made of bamboo, arrived fully assembled.  i bought a bed that is taller than i'm used to, so i got this for a foot stool next to the bed.  perfect for my use. one other thing is that it is fairly narrow as far as width goes. my relatively small size six and a half feet do not fit fully on the stool's width, but i don't need them too. if you need a stool that your foot fits on completely this might not be the one for you.",2/27/2015,3,4.0,1,1,0.0
230052907,r24wx1nh46eans,21860232,230052907,1,7,n,True,9,love the bright colors but this mat doesn't hold up ...,"love the bright colors but this mat doesn't hold up well at all.  if you have pets, expect lots of tears in your mat...my dog walks on it and it causes holes.  i've had it for 5 months or so and i can only use it one one side, if i flip it over the corners curl up because it does not lay flat.  spend the extra money and get a better one!",10/25/2014,3,2.0,1,1,-100.0
230558454,r24tijbo5gh71v,21474393,230558454,5,5,n,True,8,great for use at home,"my wife loves the relief these nursing cups provide. she wished she would have had these for her first two pregnancies. they are hard plastic, but not completely hard. they are soft enough to be comfortable, yet still sturdy enough to keep their shape while worn. however, regardless of what the box says, it is probably not a good idea to wear these in public. they are more suitable for home use, unless you plan on wearing a jacket.",11/13/2013,5,5.0,1,1,100.0
231625088,rum5bfvvpk9z8,51979771,231625088,5,2,n,True,2,perfect companion for the glass bottles,"you only really need one of these, highly recommend to keep your hands cool when handling these. take the bottle out of the warmer, wipe the excess water off and pop it in the sleeve.",7/31/2015,5,5.0,1,1,100.0
231820542,r2q6doi4rfkall,4266116,231820542,5,1,n,True,2,just perfect as my grandson's first toddler bed,really cute bed.  just perfect as my grandson's first toddler bed.  easy to put together.,3/12/2015,5,5.0,1,1,100.0
232015158,r1snhwv3vdzhm,47038799,232015158,5,3,n,True,3,perfect gift for baptism-pink or blue,"gorgeous and simple. perfect for a little baby girl. i've given one to both of my god daughters at their baptisms. hoping to start a family tradition, i'll be ordering a blue one in a few months for our next addition, and his too will be brought to church to be blessed alongside our family during his baptismal ceremony.   a little extra info on the product itself, since i've had 2 now, for those like me, who'd like as much info as possible when ordering online: the little porcelain case each rosary sits in is slightly different each time, and does not close tightly. it is meant to just sit on top, so it will not &#34;secure&#34; the rosary. the pieces will come in a small box, perfect for wrapping or putting into a tiny bag (gift idea...i usually add a crib ornament with this and it's a complete gift for any newborns' baptism). the inside is wrapped in small bubble wrap, so it is packaged and shipped very nicely. there is a little pink pillow, blue for boy, and then the little rosary. it is literally sent to you ready to be wrapped up, or hand delivered as is. i hope this helps. th trees really nothing else to mention about this product. feel free to ask.",5/4/2015,5,5.0,1,1,100.0
232043128,r3gecrfzwerg5r,11456759,232043128,3,1,n,True,1,nice contemporary look to this high chair but a but ...,nice contemporary look to this high chair but a but difficult to move around. i have tile so not sure if that's the problem.,8/18/2015,1,2.0,2,2,0.0
232683036,r38opihwfavx3k,18646945,232683036,5,1,n,True,1,goes in the dryer too!,these covers are great for small leaks and they wash well. they can go in the washer and the dryer so you don't have to pick them out of the laundry. i use them with my child and as a teacher of toddlers i suggest them to parents when there child is still learning to toilet.,11/30/2013,5,5.0,1,1,100.0
232982377,RG5I6JHE497Z5,3480781,232982377,1,1,N,True,2,One Star,grated product defective,2/6/2015,1,1.0,1,1,-100.0
233399880,rcnfvysjuh1c,38780065,233399880,1,4,n,True,6,didn't like it then and doesn't like it now when she ...,bought it when baby was 6 months old. didn't like it then and doesn't like it now when she is 9 months. the chair just does not seem comfortable. ended up buying bumbo.,8/18/2015,2,2.0,1,1,-100.0
234009775,r2x0y9ffe3ce7i,10078020,234009775,5,1,n,True,1,very nice material for baby to scoot,"very nice material for baby to scoot, crawl, and learn to walk. it is hard enough to allow for crawling but soft enough to protect a baby if they falls.",6/24/2015,5,5.0,1,1,100.0
234474039,r1gmwmr5pf6i0r,38130172,234474039,3,15,n,True,19,"great idea, but","i was excited to see so many positive reviews for this product. my daughter is getting too broad for the baby bjorn- she's 9 months and 21 pounds and she really likes to be upright when carried. this carrier is very comfortable for about 10 minutes, then she starts to slide down to the point where her head is resting near the low end of my sternum and her feet hit my legs when i walk. she's very snug when i first put her in. it's hard to put on outside the house; it is so long, it drags on the ground when wrapping around your waist-not great in filthy parking lots. also, it is hard to get her out easily when i want to lay her down after she falls asleep. i have to wrestle her out which of course wakes her up. when i put her forward facing, the strap cuts into her neck no matter where i put her arms. the side position was awkward. there is so much fiddling and adjusting she gets more fussy. so i will return it and look for another solution.",4/8/2005,5,4.0,1,1,0.0
235401663,r2psfto71pfca3,18764762,235401663,5,1,n,True,1,like it!,"i've used this for my son while we've been out at the doctor's office and shopping.  my son is 2 1/2 and in the middle of potty training.  i wasn't sure if he'd sit on a big toilet without a seat, but with these potty toppers he was happy to sit there.  i was happy to have him sit there too because the topper covered up a lot of the seat so he didn't have to touch it.  overall really like the product.",6/7/2011,5,5.0,1,1,100.0
235627816,r11fapjdli2jk9,16581240,235627816,5,2,n,True,2,great product,"great product. my 16 month old discovered how to push buttons on my cable box, and this has stopped him from doing that! very happy. delivery was excellent too-arrived much faster than expected.",11/12/2011,5,5.0,1,1,100.0
235648613,r1all2h9hk4d99,4218427,235648613,5,1,n,True,1,"universal pillow - i personally use as a wedge between my shoulders/head for neck pain, and legs/knees for back pain!","this may be named a toddler pillow however i would like to deem it as my universal pillow.  i actually use this pillow as my go to pillow when rest my weary head. it really depends on my circumstance for the evening when i lay down to sleep. if my shoulders or neck hurts i will use this pillow as a wedge between my head and neck in an attempt to give myself comfort when a level head is needed. or if my back has been bothering me, i will use it as a wedge between my legs/knees. in my opinion this pillow works well for it's' intended purposes. i actually did let my 4 yr old use it the night i first received it. he used it while watching t.v. downstairs with the family. it was after i took him up to bed did i need something to ease my discomfort and the pillow was the closest possibility to me. i have not used this for travel, we don't travel in the ways that would require pillows; but have found the perfect use for my needs. it also comes with a removable case, that is washable. which is a lifesaver, as these style and size pillow cases aren't readily available. i was able to test this product out as a promotional purchase for review purposes. i actually use this pillow",7/2/2015,4,4.0,2,2,50.0
235815974,rejc47q873yfn,9919009,235815974,5,0,N,True,0,Five Stars,Nicely packaged and no pacifier missing.,8/13/2015,5,5.0,2,2,100.0
236742184,r34ltog3kmgw9e,35570771,236742184,5,4,n,True,5,highly recommend!,wonderful! we've had this for two years now and it has put our son to sleep since he was there months old! it has white noise and lullibies as well as 6 projector screens. its still running just as good as it did when we bought it and we have dropped it a lot!,9/29/2014,5,5.0,1,1,100.0
237883695,r2ew53tfgs8g1,28344859,237883695,5,1,n,True,1,absolute must have!,"this skip hop whale easily adjust to fit snug on my tub water spout. its soft to the touch and easy to remove and clean. my boys al love the whale. it protects their heads from potentionally a hot metal spout, from hitting their heads on the hard spout, and from other dangers. i have no complaints!",7/22/2013,5,5.0,1,1,100.0
238430947,rhpk87oef20ok,48301027,238430947,5,1,n,True,1,... dog to keep her cooler in the summer works good.,got it to use for air for my dog to keep her cooler in the summer works good.,2/20/2015,4,4.0,3,3,66.67
238438251,r21yatv9tqdy3u,44927965,238438251,5,1,n,True,1,excellent fit,i have purchased a total of 4 of these sheets for my daughter's pack n play. the sheet pulls out flat so that you do not have to be concerned with the baby smothering if they sleep on there stomach. it fits perfectly over the pack n play mattress. my baby sleeps comfortably each night. only complaint is there are not very many color or pattern optio,1/12/2014,1,3.0,1,1,-100.0
238754833,r175msxk24e0hu,20612946,238754833,5,2,n,True,2,great pail liner,we have tried several diaper pail liners and this is by far my favorite brand.  we use this liner in the ubbi pail.  we always hang it to dry.,12/6/2014,5,5.0,1,1,100.0
238773467,rqid9tuvgevmw,47456259,238773467,5,1,n,True,1,pumping doesn't hurt anymore,"do not ask me why the medium size comes with the pump.  i do not have large nipples, but pumping is much more comfortable with the large.  also, my production went up with these.",12/17/2012,1,3.0,1,1,-100.0
238950877,romimncwwi8l3,46171301,238950877,5,1,n,True,1,"buy this, yesterday!",this is amazing! it's really light weight and easy to hold for my four month old! i had to show her how to rub the little rubber bristles on her gums and it was all over from there. we have to fight her to get it back when it's time to eat or go to bed! she uses it as a teether and won't take anything else.,7/2/2015,5,5.0,1,1,100.0
239025044,r3feu3ieootmgw,21326626,239025044,5,2,n,True,2,teether,our son likes to play with this because it makes a little rattle noise.  he doesn't really chew on it but he sure likes to play with it.,3/24/2014,4,4.0,1,1,0.0
239095778,r2ksxtde0v6psb,50690611,239095778,5,52,N,False,56,Keeping it simple. A straightforward and excellent budget product.,"[[VIDEOID:9754c0461ea0f5471aae69bdf21f5510]] This video is a very quick look (less than 2 minutes) at this camera and its monitor. I include an actual demo of its use in a dark room, stepping outside, and turning the lights off. It works exactly as advertised. The Foscam FBM2307 is NOT meant to be a high end, internet monitoring, SD card recording, remote controlled pan and tilt baby monitor. It has NONE of those features by design. There is no SD slot, there is no USB slot. By design. If you want those features, just look elsewhere. But as an excellent stand-alone baby monitor (or cat monitor, or front desk monitor) this works fine. I found the range to be outstanding - I left it in my office and made it about 200 feet away and down the stairs before the monitor lost contact with the camera (YMMV). Also, the clarity of the video and sound monitoring gave me nothing to complain about. This would be easy to throw in a bag or purse and take with you when you're travelling. It comes with two individual power supplies for the camera (which MUST be plugged in) and the monitor (which has a rechargeable battery and can be used remotely, but CAN be used plugged in). Overall it has a nice, solid feel. I confess to being a fan of budget products which work well. This is spot on in that category.<br /><br />Sample provided.",12/23/2014,5,5.0,1,0,100.0
239203459,r2zfpt2zy4zlk6,11001400,239203459,3,2,n,True,2,odd switch placement,"expected the switch to be close to the light, but it's one of the older style turn switches on the cable going to the wall. inconvenient but nice lamp shade.",9/8/2014,1,2.0,1,1,-100.0
239544734,r3b8awd12y2ymq,40489019,239544734,5,4,n,True,5,diaper pail liner,my wife and i decided to use cloth diapers.  we put all our dirty cloth diapers in this pail liner each day.  we have two of these bags and a few other brands that have failed in one way or another.  each day once a day i flip the bag contents into the washer and the bag inside out.  this brand of bags has better stiching than others that came apart after a month or so.  better quality makes a big difference when you wash something every day.  also the bag matterial itsself holds up well compaired to the lesser bags.,12/25/2008,4,4.0,1,1,0.0
239974519,r3ng9823wcij7w,47099767,239974519,5,2,n,True,4,the closest thing to breast!!!,"i am a mother of two. used these with my daughter who was only breast feeding up to the age of 4 months and had no trouble switching her to these. my son was breast feeding and using the bottle from day one. switching back and forth. i bought a nuk bottle since it was what he was used to in the hospital but he kept chocking on it. them i switched to these again and no problem back and forth with breast and bottles.<br />these are the only ones that are designed like the breast and have no weird shapes all the other bottles have that shoot up the milk on the top of the baby's mouth (very unlike the breast). i also bought the anti-colic ones in the beginning but i really don't think bottles, drops or any old thing can improve colics. i found they where not worth the trouble. im in love with these bottles. i always recommend them to all my friends who are expecting.",3/18/2012,5,5.0,1,1,100.0
240496854,R2RHW64W60PQ5L,10480364,240496854,5,0,N,True,0,Thank you!,"We haven't used these yet, but the quality of this pacifier is great! Fingers crossed our little guy loves them!",7/12/2015,5,5.0,21,21,14.29
240693701,r34votxb20apk,8394215,240693701,5,1,n,True,2,love it,perfect & easy to assemble.,1/2/2015,5,5.0,1,1,100.0
241794139,rybb7ado997uy,1189570,241794139,1,3,n,True,4,doesn't fit door frames- no grip,"cute gate and quality materials used, but i have tried it on the inside of the door frame, on the door frame, and even across different walls outside of doors with no luck on making a secure grip. either my apartment is completely abnormal or the measurements for the gate are off bc my 2 lb kitten can knock it right over making my purchase completely useless.",6/24/2015,1,1.0,1,1,-100.0
