product_parent,,customer_id,product_parent,star_rating,helpful_votes,vine,verified_purchase,total_votes,review_headline,review_body,review_date,review_body_length,review_rating,reivew_star_rating,review_num,verified_purchase_num,CPS
218297570,R2RVA5DT2C29XG,36886922,218297570,1,1,N,True,1,Junk,"The biggest waste of money I've ever spent. This drier has to be a fake t3 because I've used a t3 for many years and loved it. This drier however gets hot enough, but there's absolutely no power behind it to blow dry the hair. Essentially it's just barely blowing while heating up my hair. My hair takes forever to dry with this thing and after its finally dry it's a frizzy mess. This company seems dishonest as well because in the box there was a large piece of paper stating that they'll give a lifetime warranty if I give a good review! So they're not standing by their product but instead they're essentially trying to pay me to lie! I'm sorry, but I have to be honest and the drier is a piece of junk.",3/23/2015,707,1,1.0,62,36,8.06
218800429,R1CWIHTTJ55FDJ,15293628,218800429,5,0,N,True,1,Five Stars,Works like a professional hair dryer should.,6/24/2015,44,5,5.0,25,25,32.0
219255540,R19KRKLPDE3JT9,51815003,219255540,5,25,N,True,36,Greatest blonde hair color ever,"I have used home blonding hair color for over 30 years, having used every imaginable product on the market.  Dream Blondes is by far the BEST and is the only product I use.  It contains a pre-color conditioner, enough color for long hair (no more having to purchase two boxes of other coloring), and CONSISTENTLY provides beautiful color with excellent conditioning.  The Amazon price is 1/3 of the discount or drug store price! I purchased a case when I saw the price and am going to order another!!!!  What a great bargain for the best product!!  Thank you Amaon!!",8/5/2010,566,5,5.0,1,1,100.0
221722169,R2M6U66CT3H5OY,41150214,221722169,3,0,N,True,0,"The styling tip does not stay on,","The styling tip does not stay on, keeps falling off in the middle of blow drying and then it's too hot to put back",8/30/2015,114,2,2.0,65,64,-1.54
222490069,R2NES3OMLDVMVQ,22025162,222490069,5,6,N,True,6,Great deal on a great product.,"This is my second time buying Ivory Caps - I went wiith the 3 bottles deal this time. I had taken it for about 2 months and had noticed a great difference not only in the reduction of dark spots and uneven skin tone but also in the smoothness and texture of my skin.  I appears smoother and softer especially on my face.  My skin appears healthier and a small scar above my eye appears lighter and less noticable.  I take 2-3 capsules daily with a glass of orange juice for the vitamin C content.  I find this works best. People, this is the real deal! I would absolutely recommend this product.",8/5/2010,595,5,5.0,1,1,100.0
223051644,R32LLHBVBFUQY4,6711275,223051644,5,0,N,True,0,Five Stars,Very good,8/10/2015,9,5,5.0,77,73,19.48
224230965,R2G9P9HOGSCW27,37562408,224230965,5,0,N,True,0,good base coat,"i love the seche top coat, but was disappointed in its base coat. this one is much better. it definitely strengthens my nails and prevents chipping.",1/9/2012,148,3,4.0,1,1,0.0
226126422,RVUCJMQEE89HM,51475961,226126422,3,0,N,True,0,Not bad,"Have only used once but have high expectations.  Smell was not really so great but not horrible.  The after-tan smell (that burnt hair smell) was NOT BAD at all.  So well worth it there.  I could still smell it but it wasnt overpowering like most lotions are.  Gave me good color right out of the bed but not the best.<br /><br />I still think Worship Me does a MUCH better job giving you color right out of the bed...I looked like a goddess of the islands after using that just ONCE!  Also Worship Me smells better.  But meh, I'll try this and see.<br /><br />Hope it works!!!",8/5/2010,577,5,4.0,1,1,0.0
230974968,RV23KG3JTBIZJ,53017134,230974968,3,1,N,False,1,"Good product, but not a long shelf life","The vacuum works nice - catches the cut hair and it is easy to empty the collection space. Cuts hair as advertised, and has the usual snap on attachments. Lasted a year, then quit with no warning. $22 + shipping.",8/5/2010,212,4,4.0,1,0,0.0
231569451,R344ZJCXW3J1M6,17086714,231569451,5,0,N,True,0,Not just for Blondes!,I have fine black hair and I love this product.  I spritz it on before blow drying.  I can definitely tell the difference when I don't use it.  It adds body and it feels light.  To keep the volume I use Elnett hairspray to finish the look.,8/5/2010,239,5,5.0,1,1,100.0
235105995,R19CPR1IAL5XFP,5937828,235105995,5,0,N,True,0,Best ever,Best one,8/22/2015,8,5,5.0,388,377,21.39
235815750,R1Q7OIBSWJHBHE,47964848,235815750,1,2,N,True,5,Voluminous? I think not.,Lumpy clumpy crap...threw it away and went to CVS to get my usual brand. Waste of money. Does not do what it says.,1/9/2012,114,1,1.0,1,1,-100.0
236392593,R3LCWWNLEKLPYP,30719073,236392593,5,0,N,True,0,Remington D-2012 Hair Dryer,A bit heavier than most and cost a little more but but it is a whole bunch better than the cheaper ones.  Definitely a good product,1/25/2011,131,4,4.0,11,5,27.27
238410319,R5HAET8ZNP32Z,14051074,238410319,3,0,N,True,0,Three Stars,Low setting is to strong and to fast also the dryer is too heavy,7/28/2015,64,1,2.0,216,200,20.37
241892378,RIXTUAQIS1NV3,51228107,241892378,5,0,N,True,0,Five Stars,Easy to install and handy.,1/1/2015,26,5,5.0,23,21,8.7
242940669,R3PS23BOHVF0DC,43297878,242940669,2,1,N,False,1,Lasted less than 1 year,"I had submitted a review in February after owning this iron for about 10 months.  Now that I have owned it a year and no longer have a warranty it has quit working.  It is a great iron, but only plan to have it for a year.  If you are only interested in a short time using a great iron, and then spending the 100+ dollars again, then GET THIS IRON.      I was VERY disappointed when it broke, as I thought I'd get 2-3 years out of it.  It is made really lightweight...so I guess it should not have surprised me. I just hate spending more money so soon.  I am going to send it to the company and see if they will help me. SAVE your receipt. I typically ALWAYS do, but for some reason I can't find this one. ugh",2/26/2011,709,1,1.0,1,0,-100.0
244516305,RDJCS29Y2BQD4,51800663,244516305,5,10,N,True,10,"Good price, lovely scent... but don't get too attached","This has been a favorite perfume of mine for a long time.  Many years.  Spicy floral aroma, not too strong.  The problem is that Oscar de la Renta no longer makes this scent, so essentially we're buying what was manufactured ?? years ago.  Eventually there will be no more.  And eventually I suspect the remaining bottles will not be as full-scented as they once were.  That also means you can't get the lotion or dusting powder anymore.<br /><br />So get it while you can... or not, because I'm still using it and don't want to run out!",8/5/2010,537,5,5.0,1,1,100.0
246380448,R25SOZTI5GF1YD,34671991,246380448,5,3,N,True,3,Arrival Prompt,"Very happy with the seller, the product is awesome too. The seller had this to me from CA before I got the shipment notification!! Very please will shop again.",8/5/2010,159,5,5.0,1,1,100.0
247782192,R3L1U1Z5CN4FF9,51744040,247782192,1,12,N,True,12,Fowl smelling and burns skin,I have been using this conditioner for years including a few bottles I've purchased from Amazon and directly from Bumble and Bumble. The last bottle I got from amazon smelled like nail polish and burned my skin. Clearly a counterfeit version has ended up in their supply chain.,8/5/2010,277,1,1.0,1,1,-100.0
250378019,RCE83KFSYAF1B,44016539,250378019,4,0,N,True,0,Works well,"After reading many reviews, I decided to get this one.  I've been using a variety of different ones and most work pretty well.  This one continues that trend.  It cuts well and is easy to maintain.  The only downsides is that it might get a little warmer/louder than what I remember of the others I've used and without a guard, it doesn't get quite as close as some of the other clippers.  I'd recommend it for anyone who isn't looking for a really close cut.",8/5/2010,459,5,5.0,1,1,100.0
250865389,RLX045JXG0DP5,27266861,250865389,3,19,N,True,22,"Not For Lined, Aging Skin","I am 63 and really wanted to try this. I swirled and tapped and noticed that the places on my face that are Not lined turned out nice. But I wanted a little more coverage due to some spider veins and 2 age spots. So I put a second coat on and these lines under one eye really stood out! I didn't know I had them until I used this product! So I got some makeup remover and took off the bare minerals that was on top of the lines and they disappeared! On those, I put my regular liquid foundation (on the lines)and all was well.  <br />  I think you should have nearly perfect skin for this to work nicely.",4/15/2007,604,3,3.0,1,1,-100.0
252135360,R2QWQOQDKPJX4X,50968340,252135360,4,10,N,False,10,Love it!,"I made shea custard with this gel ( I got the recipe off of curly nikki forum), & my hair LOVED IT! I got great curl definition with none of the hardness that comes from using gel alone.",2/26/2011,186,5,5.0,1,0,100.0
252448367,REG490OD7WPB6,27407786,252448367,4,0,N,True,0,Great hair dryer for dogs and people.,I bought this for drying my Miniature Schnauzer furnishings at home and at shows. I picked this one because it has air coming in from both sides for maximum air flow. It works great. I've had it for nearly 2 years and use it often as I also groom for a few other owners. It still looks like new and all the switches work just like day one. I will buy again if this one ever goes out. I will also buy another one if my personal hair dryer (different brand) ever goes out. I've had it for nearly 20 years. LOL,7/7/2015,507,5,5.0,23,22,17.39
253762851,R3N0F2FKJOMGKK,9924936,253762851,5,3,N,True,3,"Works great, I use it 5 days a week","Reckon I have had this about a year now, at least 7 months. Works great, I use it 5 days a week, blows hot air, doesnt overheat, isnt to big, came quick, didnt cost much. Get you one, you will like it.",8/30/2015,201,5,5.0,56,53,42.86
253917972,R14QGWPCHU9LSE,43669858,253917972,5,0,N,True,0,Five Stars,styling hair in style,8/31/2015,21,5,5.0,94,83,40.43
257345998,R2MXR977PALZBZ,13879845,257345998,5,1,N,True,1,WORKS GREAT!,"At first I was kind of scared to get one of these for cheap, bc I'm scared to get cut. But fortunately this price is great, and it works FANTASTIC. I love it!!! And it comes with 10 replacement blades! It's a great deal!",8/5/2010,220,5,5.0,1,1,100.0
257969613,R31STBEG91EBMM,50982308,257969613,5,3,N,False,3,No More Burning,"I got a bottle of this as I was desparate to find something that could keep my nose from burning when I am out on the water for long periods boating/jetskiing. I just used this product for 9 days straight with several hours (up to 10 hrs) each day in direct sun. My nose did not burn! Unfortunately, it is not legal to sell in the United States. I hope to find a means to buy it on-line. The only issue I have with this product it that if used on legs or parts that come in contact with the jetski seat, it will cause the vinyl seat to fade in color at the point of contact.  So now I just use it for my face or parts that are very susceptible to burning. GREAT STUFF!",8/5/2010,668,1,3.0,1,0,-100.0
258419037,R3ATL80Z74M7OG,17651331,258419037,3,0,N,True,0,Three Stars,Never had a blow dryer tangle my hair and make it limp. It does get your hair dry slowly.,8/24/2015,89,5,4.0,123,101,24.39
266176173,R354HKBTBEBJFK,42983743,266176173,5,5,N,False,5,Amazing!,This will curl even the thinnest finest hair and the curls last all day.Instantly heats up and doesn't burn hair.  Hairspray and/or styling gel will extend the life of the curls but is not necessary.I can do my whole head myself in around 15-20minutes and i have long hair. The only down side I have found is that if you burn yourself-you DEFINATELY know it. Not safe for kids to use because of how hot it gets.,3/11/2010,411,1,3.0,1,0,-100.0
270450707,R3IRSNT6Q8LVXR,50788492,270450707,5,0,N,True,0,"I love it...great colors, liners, and blush","I love it. Bought it with book on makeup and I use it to create beautiful styles. It has blush, liners and eyebrow quality colors. Then lots of eyeshadows.  I really love it and enjoy every color.",8/5/2010,196,5,5.0,1,1,100.0
273505366,RGYXRNMCPW9B1,11104112,273505366,5,17,N,True,20,good,"I have been using this for a year, love it.   I leave the 1st application on my hair for 40 min to cover gray completely. This will make your hair more reddish than the color of your choice so be careful. I use color black, so the finish is warm brown (my natural hair color is dark brown)   you will need disposable gloves and cap, and some plastic sheet to cover your floor.",8/5/2010,376,5,5.0,1,1,100.0
275855350,R2HT7FY083F1XX,52137187,275855350,4,0,N,True,0,Chi Ceramic Flat Iron works pretty well and leaves my hair silky smooth.,"I have thick hair so sometimes it doesn not want to hold the style that I wish is to hold but the Chi Ceramic Flat Iron works better than most other flat irons I have used and and leaves my hair silky and smooth.  So far I have not noticed any hair damage or breakage, A BIG PLUS.",3/11/2010,280,4,4.0,1,1,0.0
276205451,R3NYBF74UO3OLT,793739,276205451,5,0,N,True,0,Five Stars,Good experience will order again,8/22/2015,32,5,5.0,28,27,57.14
277556278,R3GM6DFL9ER1E5,13446702,277556278,5,4,N,False,5,One of my favorite base coats!,"I wish this was in a quick dry formula, but it's amazing as is.  From no base coat to using this, I can add 5 days onto my manicure.  2-3 extra days from a Sally Hansen base coat, which I consider quite good as well.<br /><br />Obviously the OPI pro brush is awesome for most of us, but not so awesome for those of you who have smaller nails and problems with thick brushes.",1/9/2012,374,5,5.0,1,0,100.0
280009317,R2LHTWDTSMBN8P,41197360,280009317,5,0,N,True,0,Fresh Fragrance on-the-go,"Love the aroma of this little stick of perfume.  So clean, a touch of lemon and easy to carry anywhere.",7/2/2011,103,5,5.0,1,1,100.0
280086545,R264402R3GYD1P,50377881,280086545,5,3,N,False,3,Worth Every Cent,The Celtrixa Cream really does work! I am not sure how severe or what kind of results people are expecting. I noticed the stretch cream work very fast on my stretch marks. Everything takes time and I've tried other creams and never seen results as quick as I have seen on this one.,1/9/2012,281,5,5.0,1,0,100.0
286798751,R161I3RB73YXT9,41390952,286798751,1,2,N,False,2,Stinky dryer,"The chemical odor associated with this dryer is so bad, even after sitting out for a week, I had to return it.  Maybe need a different manufacturing process...",7/17/2015,159,1,1.0,24,17,50.0
288322828,RD4N15R5XTYF4,13569904,288322828,5,5,N,True,5,Vintage. Get it while you can!,"As a scent-o-phile, this was a classic that just HAD to be tested for my collection. Visit basenotes-dot-net to read about the legacy of this fragrance. If you like Creed's version of Original Vetiver, but find it a bit too clean and light for a vetiver, you REALLY must try Guerlain's formulation. This set is not the newest recipe, but the previous one from the 90s. Apparently the newer version is a bit brighter, but not nearly as rich.<br /><br />This starts clean with a hint of lemon and grass clippings, but quickly dries down to an earthy and slightly mineralic cedar. Final dry down is to a rich and exceptionally warm woody oak-moss with a powdery overlay. Soapy-clean permeates throughout the entire range of the scent.  This is mature, masculine and a barbershop-clean classic. Makes Creed's version seem flat and incredibly overpriced.<br /><br />The EDT miniature is splash only (no spray). The aftershave lotion smells even warmer than the EDT, due to high oil content and no alcohol. The bath gel/shampoo is a bit chemical smelling at first, but complements the cologne well enough.",2/26/2011,1099,5,5.0,1,1,100.0
290876515,R1LACW8CHA9EFR,4743001,290876515,2,0,N,True,0,Two Stars,No warm setting! Can't use!,8/20/2015,27,5,4.0,58,45,60.34
292383475,R2MBX2YWDNU6PG,13599152,292383475,5,6,N,False,6,THE best face cream out there,"I have been using this cream for 15 years after it was first recommended to me by a French dermatologist in Paris.  I suffer from eczema and this was the only cream that offered any relief.  Not only does it soothe but it feels great and quite luxurious, unlike other creams for oversensitive skins which tend to be very thick and unscented.  This is for sale in literally every French pharmacy...if only I had that luxury over here....",8/5/2010,436,4,4.0,1,0,0.0
294087700,R1GJ01PLRCE5R4,22322502,294087700,3,0,N,True,1,SPA PURIFYING FACIAL WITH SEA MUD,I received this product and enjoyed using this!  I was expecting a quicker result.  It wasn't a miracle worker for me.  Beth,8/5/2010,124,1,2.0,1,1,-100.0
294787941,R2DFJ2GI6VQYKU,11773102,294787941,5,2,N,True,2,Awesome top coat!,"This toap coat saves my life! Every time I feel disappointed by a nail polish, i put one coat of Orly glosser and it's like a new polish. It gives a very clean and bright finish to all kind of shades and textures. It makes the nail very shiny and smooth.<br />I protects from the wear and tear as well, but I think there is better out there if this is the only reason you're wanting a top coat. However if you want a top coat that brings the best of your polish, this is it!",8/5/2010,474,5,5.0,1,1,100.0
295086568,R275NYP4428UQJ,47984081,295086568,4,0,N,True,0,Bombshell,"I've been tanning off & on for a looong time now. I stopped for awhile then got back into it just recently over this past summer. I started with Australian Golds Cheeky brown which was alright for starters. Then moved on up to Australian Golds Wicked. Stuck with that one for about 2 months but was longing to get more out of my tanning session. So I read the mixed reviews about Bombshell here. Some people loved it some didn't (shrugs). Now me personally, I love tingling lotions. And not only did this one have a kewl name and 100xx, which was WAAY more then I'd ever used. But it has a foxy lil 1950s pin up girl on the label. :D So I ordered it, it arrived rather quick. It only tingled  like, 3 times when first using it.  The smell is awesome. I didn't feel like I needed to run home and take a shower after applying it. All in all, if you like that tingle factor. And are looking to get a better more dark color. I totally recommend this lotion. ^_^",1/9/2012,957,1,2.0,1,1,-100.0
296080943,R36OAXLY9O4H9,52460679,296080943,5,6,N,True,6,Excellent,"Not pure lavender oil but it works well.  It is not too greasy and it is very flexible in the way it can be used.  You can use it in baths, after shower/bath or in massages.  Better than advertised.",4/15/2007,198,5,5.0,1,1,100.0
297404894,R172BY1R9FMJV4,53095860,297404894,2,3,N,False,3,My previous ER389 lasted 2 years,"I just ordered a new ER389 because my current one died after a little over two years of use. It was a nice little trimmer while it lasted, but I really don't think I should be filling landfills with dead trimmers every two years. If a frequent problem with these devices is that the batteries die, I'd be happy with a long-lasting trimmer with an old-fashioned power cord. By the way, I previously owned a Wahl battery-only portable trimmer and a Wahl AC trimmer, and they both had short lives. <br /> <br />",4/15/2007,508,4,3.0,1,0,-100.0
303775294,R3LY7MANJ71HBW,37151655,303775294,3,37,N,True,38,This Conair Is Full of Air,"Not as good as the original Conair 1875. Makeovers and upgrades don't always yield the best results. For instance, this 1875 replica. Lacks the basic functions a blow dryer should have, such as temperature adjustment. There is only a setting for high and low fan speed. Also, in order to use the air only feature with no heat, the cooling button has to be pressed and held down to use this basic function. This causes a person's fingers to get tired, holding a button over using a sliding switch. Then there is the retracted cord that is missing. That was probably the most valuable feature for the original Conair 1875. Made the dryer much more portable. Even useful when not traveling. Now the new 1875 has its cord sprawled all over the bathroom counter. The original is much better. This is slightly smaller with about 10 watts more power and a directional air controller, but overall not worth the investment.",8/27/2015,914,3,3.0,56,52,23.21
303962394,R7073BWGO35Q,13749225,303962394,1,4,N,False,4,Sonic Seal is a very apt name for a product that defeats the oscillation mechanics of a sonic toothbrush.,"The purpose of a sonic toothbrush to augment the normal cleaning abilities of bristles by moving them rapidly and also to generate a secondary, cavitation effect, removing biofilms beyond the reach of the actual bristles. These Sonic Seals defeat these mechanics of Flexcare toothbrushes by filling the gap that allows the brush head to clear the handle, dampening the oscillations intended to be transmitted to the brush head and sending some of them back into the handle. The Flexcare line is too easy to clean to necessitate a product like this.",8/5/2010,548,1,1.0,1,0,-100.0
308724735,R2APS053BHTOW5,38887944,308724735,5,0,N,True,0,Perfect Lighted Magnifying mirror,Mine came yesterday and it is perfect!  I was looking for a lighted magnifying mirror that would wall mount and I didn't want to pay an arm and a leg for it.  This was under $60 and it is all I could ask for.  I bought the chrome.  It really does the job.  Thanks for providing such a superior product at such a great price!,3/11/2010,324,5,5.0,1,1,100.0
308843377,R8T7NYP1YGR2N,14671116,308843377,5,4,N,False,4,Intoxicating!,"I was blown away when I first smelled this frangrance.. It is truly unique. Now, I'm not a huge fan of pineapple, so when I was told that was part of the scent, I was leary. But it is extremely subtle and well-balanced with the other components of this complicated perfume. I immediately bought a bottle and a tube of the lipgloss, (which I love too!), and am going to stock up on more. (It's a limited edition!) And it's TOTALLY worth the price. I gave this perfume 5 stars, because I'll buy more for myself, and I would reccomend it to any woman anywhere.",4/15/2007,557,1,3.0,1,0,-100.0
309185157,R2SOG9P556K0O,37626812,309185157,2,7,N,False,7,East Feet Not So Easy,I thought this sounded like a great idea but was disappointed. The brissels need to be softer and they bent after the very first very brief use. I doesn't stay in place when moving foot back-n-forth. I tried to lodge it in a corner but of course when you move your foot backwards it will not stay in place.Just a note I did not purchase at Amazon.,2/26/2011,347,1,1.0,1,0,-100.0
311969364,R121STSZDFTLBT,45451758,311969364,1,25,N,True,36,Don't waste your money,"Don't waste your money, I was two inches away from a girl and nothing. I'm in college and even in class it did nothing, and I put it on right before class.",12/4/2010,155,1,1.0,1,1,-100.0
312093599,R30LR0OFV995HR,50047381,312093599,5,0,N,True,0,Excellent product!,"We've only used this a few times but we have not gotten sunburn at all and I can feel pretty good about the ingredients, especially for kids.",8/5/2010,141,4,4.0,1,1,0.0
314290407,R3J9MRA81GT9PN,35207852,314290407,5,3,N,False,3,Wonderful scent,"A mite spicy, a little woodsy, a bit floral, a touch exotic, a hint of warm.... basically perfect.    Seems like every time I leave the house with this scent on, someone moves in closer, inhales and then asks me what I'm wearing.... and I'm middle-aged and chubby, so it's not a move... it's just the scent.    Can be over-powering if over done, but with a light hand this one is just right.",8/5/2010,391,4,4.0,1,0,0.0
314324443,R2ZLHN1G360R7E,44356985,314324443,5,6,N,True,7,Australian Gold Aloe Freeze Spray Gel,"I originally purchased this product for sunburn relief and loved it.  It is the one product that not only helped ease the pain and discomfort of sunburn, but you don't have to rub the product into sensitive sunburnt skin.  It absorbs into your skin in seconds!  What a relief!  I also found other uses for it.  In the winter, when dry skin is more prominent, just spray it on and it has the same relieving effect.  Now, I don't even buy hair conditioner - it even works as that!  So for around $9.00 a bottle, you really have 3 products in one!  What a bargain!",8/5/2010,561,5,5.0,1,1,100.0
316756803,RLYFO3568Q1P8,50969712,316756803,5,0,N,True,0,Conair Infiniti Pro Hair Dryer,"I have several of these hair dryers. I keep one as a back-up in case my other one breaks. It works well, puts out good heat and I love the colors.",12/2/2014,146,5,5.0,40,39,60.0
317585137,R5PHFES8DJDTR,37373146,317585137,5,11,N,True,12,Worth the money!,"Definitely worth the money. I have been using this for a couple of months and have had no problems with. Was nervous the first time I washed it in the washing machine, but it came out like new.",4/15/2007,193,5,5.0,1,1,100.0
322099366,R2LZ68Z5A9TYND,47923462,322099366,5,0,N,True,0,Hummer cologne,Great value purchased 2 large bottles for the price of one small bottle.  My husband loves this cologne and now my son does to.,1/9/2012,127,5,5.0,1,1,100.0
328811288,R2FRB34VLWCLYY,152043,328811288,5,2,N,True,2,Five Stars,"I love my hot pink mini-pro, so lightweight and Powerful!  The super cute tote bag is a plus!  Perfect for travel but I use mine everyday.  I didn't think it would be as good as my big, clunky, heavy dryer, but this little baby gets HOT, has a lower setting also.  I have shoulder/ hand issues and now they don't hurt when I blow dry my hair!  Love it!!",8/20/2015,353,5,5.0,240,232,26.67
333479002,R3L4E9IUQK0LPP,38310459,333479002,5,1,N,True,1,Better than a Big Dryer,"Why does this little compact travel dryer work better than my bigger more expensive hair dryer? Which I've put away in the guest bathroom. This is a great little dryer. I wish it had a quick cool shot button, but I wouldn't avoid buying it for that reason.",5/18/2015,256,4,4.0,19,16,52.63
334287575,R1HX0U8Y3UKRT3,35967173,334287575,5,1,N,True,1,Great blades,"Derby Extra razors are the perfect razors for a beginning double edge shaver. I had tried my razor with the factory Merkur blade, and I got a half-decent shave, but I had to be very careful because the blade would randomly dig into my skin. I switched to Derby, and what a difference a Derby makes.<br /><br />The blades are very sharp- my wife tested them gently dry-shaving a bit of leg hair, and they left an instant bald spot. However, they're not too sharp as some people have said a Feather blade can be- I can even press down on my razor just a bit in trouble areas to get really close results, and not have to worry too much about slicing myself open.<br /><br />If you're just starting out with double edge shaving, do yourself a favor and pick up some Derby blades. The only reason I'll consider switching potentially to find a razor with more economical packaging. Derby blades come in little plastic mini-tubs that are individually wrapped, not to mention the blades are also individually wrapped. I would prefer to be a touch more environmentally conscious and get a paper sleeve full of razors instead of six plastic boxes.<br /><br />When packaging is your biggest concern about a product, you know there's good product in there. Recommended for beginning shavers, or anyone looking for a good workhorse blade.",8/5/2010,1325,5,5.0,1,1,100.0
335044597,R36VF91DDAVATW,13278763,335044597,1,0,N,True,0,doesnt work,this shampoo never worked for my dandruff. even when my hair was wet i can still see the dandruff. this shampoo doesnt work,1/9/2012,123,5,3.0,1,1,-100.0
340403209,R279A3FLRUQXCP,28118848,340403209,5,5,N,False,5,I have been a Mentadent user for many years!,"I have used Mentadent ever since it came on the market. I always liked the way it was packaged (in a pump, rather than a tube) and liked the flavor of the product. I always thought that it was doing a great job cleaning and protecting my teeth and eliminating tartar, and my feelings were validated when my dentist asked me How come you don't have any tartar this time?? (I had been using Mentadent for approx. 8 months at that point)  I told him what I was using and he just sort of nodded and said well, something is working!  At my next checkup it was the same story---little to no tartar! He could not believe it and remarked that it was also whitening my teeth---1 shade whiter in about a year of use! (Mentadent contains peroxide)  A couple of years ago I added a Sonicare toothbrush to my arsenal and since then my teeth have gotten 2 more shades whiter!  I could not be more pleased with Mentadent and I was thrilled to find it on Amazon for such a great price!  I immediately signed up for automatic shipments of 6 refills at a time, as I am no longer able to find it in my local stores.  I have stocked up from Amazon (bought 18 refills in May 2011) and will continue to do so at every  opportunity as I dont' ever want to do with out my Mentadent.  :o)    UPDATE - MAY 2011: I am SO bummed--and actually a little angry--that Amazon has suddenly decided to drop the Subscribe & Save option on the Advanced Cleaning formula Mentadent that I had been buying from them for years. >:o(  They tried to be helpful and suggested that I replace this S&S item with an advanced whitening item of a similar price. This WILL NOT work for me as after 2 wks of use the advanced whitening makes my teeth very sensitive! Seriously, if they want to be helpful and show that they appreciate all the years that I have been a loyal customer of this and MANY other items from them they should reinstate the S&S option for the Advanced Cleaning formula that they still carry. >:o(    What's next? Suddenlythey won't even offer this formula of Mentadent at all? :o(",7/2/2011,2052,5,5.0,1,0,100.0
341174535,RZPYFNFRDVJC2,14140059,341174535,5,0,N,True,0,Five Stars,Love this hair dryer.  It's louder than I'm used to but my hair seems smoother.,8/18/2015,79,5,5.0,26,24,23.08
341940068,R2GBCTX3K45NYI,32549650,341940068,5,0,N,True,0,The Classic Deo,"This is by far a Classic Fragrance from Polo.  Polo Sport, still going strong a great classic must have from the 90's.",7/2/2011,118,5,5.0,1,1,100.0
345449343,R13V6LLBFBMQMS,14607894,345449343,5,2,N,True,2,Perfect for travel or everyday use!,"Love it! The power, the light weight, the settings & especially easy to pack because it folds up! I have fibromyalgia and my hands sometimes will not let me hold things. The grip on this is easy & it's light weight so it doesn't hurt to hold it when drying my hair.",6/7/2015,265,5,5.0,36,35,13.89
346326614,RRBBG4OT3LH98,10003201,346326614,1,5,N,True,5,One Star,retracting cord did not work after a few days!,7/19/2015,46,1,1.0,35,19,-28.57
346919119,RYU3MJRTCECV8,13941414,346919119,5,5,N,False,6,"Wonderful, Refreshing, Excellent, Must Try!!!!!!","I must say, I was at the beginning skeptical of trying this soap. I went to the beauty supply and right before my eyes, I saw Dudu Osun!!!! I decided to try it out because of the great reviews. I spent $4.99(1 bar), and can say honestly that every penny was worth wild. This makes my skin feel soooo refreshed,soft and clean. Dudu Osun has an earthy smell, and is pleasant to my sences!!!!!! My skin is brighter, cleaner, and my dark spots has lightened after 2 uses. I will most definitely purchase more of this soap and will use it as a bath soap as well. Just wanted to add that I also purchased, 100% pure Shea butter(Ghana), and I love this as a moisturizer after using Dudu Osun, and these two are a great combination together. My skin looks FLAWLESS!!!!!!",8/5/2010,762,5,5.0,1,0,100.0
347460322,R2YW0E0075XK9K,46441302,347460322,4,1,N,True,1,tangle teaser,I like the tangle teaser brush.  It does detangle hair more gently than a comb or denman brush.  I dont feel like my hair is thoroughly brushed afterwards.  I think becasue the teeth give so easily..  I do  use it a lot though and would recommend it to be added to anyones grooming routine.  But I still feel as though another brush or comb would be needed to complete the grooming.,2/26/2011,382,4,4.0,1,1,0.0
348208528,R2GBD2VZK1WR7D,16105044,348208528,5,3,N,False,3,we love it,I add the conditioner to my routine. My  husband found that it really helped when he use both the shampoo and the conditioner and left the conditioner on for a couple of minutes,8/5/2010,177,5,5.0,1,0,100.0
352710760,RPRXKXQKMGRCK,45304386,352710760,5,4,N,False,4,BEST Sunscreen I've Ever Used!,"This sunscreen is absolutely fantastic!  I have tried everythin on the market - I have eczema, skin sensitivities, etc. - & though many were okay, all had some disadvantage until I found AntheliosSPF 40.  I first tried it on a 2 week trip to a tropical beach & had absolutely no negative skin reactions to it at all.  Not only that, but I did not get even a hint of sunburn - while surrounded by people who were broiling red.  It does take a few minutes to rub in, which you are supposed to do in any case in order to give any sunscreen time to work before you go out into the sun.  It even worked perfectly on my face & caused no plugged pores or skin reactions.  Very highly recommended!!",4/15/2007,690,2,3.0,1,0,-100.0
352847602,R1WH2H57EIAU7E,29909178,352847602,2,6,N,True,6,I like using this dryer,"Overall, I like using this dryer, but I have had to get it replaced twice in less than three years. I would not recommend it, as it is not a long-lasting product. My most recent one lasted ten months, and it didn't even get used daily.",8/14/2015,235,2,2.0,18,18,77.78
353652711,RSJF7Y4L7Y073,49824887,353652711,5,1,N,True,2,Rain,"Thank you for the great product, and the wonderful samples for tanning.  I now know where to go to purchase products such as this...  Nice touch",8/5/2010,144,5,5.0,1,1,100.0
355585781,R1NL5T2VP6UP8K,45743256,355585781,4,2,N,True,4,wife says its great product,"i felt compelled to write this review because my wife nagged me.  she says its a really good bra strap concealer.    i took 1 star off beacuse of the high price (in my mind, these should go for like $4.99).  comes in pack of 6. i took one for use with my PC's cable management.",8/5/2010,277,4,4.0,1,1,0.0
356631611,RGVUYI4VW6KS,18523056,356631611,5,0,N,True,0,I love my hair now!!!!,I am in love with WEN!  I have very thin hair and was starting to loose a little every week or so.  It has stopped falling out and my hair looks and feels great.,8/5/2010,161,5,5.0,1,1,100.0
